                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.3192,                0.68727,                 1.2657,                 0.8561,                0.82175,                0.88625,                0.53603,                 1.3626,                0.65664,                 1.2809,               0.004885,               0.004885,               0.004885
                    158,                 1.3257,                 0.6878,                 1.2663,                0.85613,                 0.8219,                0.88637,                0.53668,                 1.3622,                0.65613,                 1.2808,               0.004852,               0.004852,               0.004852
                    159,                 1.3197,                0.68638,                 1.2657,                 0.8565,                0.82234,                0.88673,                0.53704,                 1.3619,                0.65642,                 1.2805,               0.004819,               0.004819,               0.004819
                    160,                 1.3209,                0.68818,                 1.2605,                0.85716,                0.82263,                0.88691,                0.53712,                 1.3616,                0.65598,                 1.2804,               0.004786,               0.004786,               0.004786
                    161,                 1.3147,                 0.6805,                 1.2647,                0.85908,                0.82096,                 0.8876,                0.53712,                 1.3614,                0.65575,                 1.2803,               0.004753,               0.004753,               0.004753
                    162,                 1.3105,                0.68534,                 1.2582,                0.85819,                0.82079,                0.88606,                0.53731,                  1.361,                0.65582,                   1.28,                0.00472,                0.00472,                0.00472
                    163,                 1.3073,                0.67872,                 1.2589,                0.85773,                0.82079,                  0.886,                 0.5375,                 1.3607,                0.65589,                 1.2797,               0.004687,               0.004687,               0.004687
                    164,                 1.3066,                0.68014,                 1.2607,                0.85796,                0.82113,                0.88691,                0.53792,                 1.3608,                0.65607,                 1.2796,               0.004654,               0.004654,               0.004654
                    165,                 1.3107,                0.68213,                 1.2553,                0.85836,                0.82032,                0.88623,                0.53814,                 1.3605,                0.65559,                 1.2792,               0.004621,               0.004621,               0.004621
                    166,                 1.3129,                0.68053,                 1.2553,                0.85913,                0.81906,                0.88602,                0.53823,                 1.3603,                0.65537,                  1.279,               0.004588,               0.004588,               0.004588
                    167,                 1.3098,                0.67852,                 1.2603,                0.86114,                0.81595,                0.88544,                0.53802,                 1.3604,                0.65514,                  1.279,               0.004555,               0.004555,               0.004555
                    168,                 1.3133,                0.68418,                 1.2592,                0.86726,                0.81285,                0.88564,                0.53792,                 1.3602,                0.65551,                 1.2789,               0.004522,               0.004522,               0.004522
                    169,                 1.3111,                0.68307,                 1.2645,                0.86726,                0.81388,                0.88663,                0.53798,                 1.3603,                0.65501,                 1.2788,               0.004489,               0.004489,               0.004489
                    170,                 1.3069,                0.67637,                 1.2504,                0.86699,                0.81388,                0.88583,                0.53766,                   1.36,                 0.6552,                 1.2784,               0.004456,               0.004456,               0.004456
                    171,                 1.3076,                0.68042,                 1.2495,                0.86636,                0.81354,                0.88591,                0.53786,                 1.3596,                0.65538,                 1.2782,               0.004423,               0.004423,               0.004423
                    172,                 1.3069,                0.68206,                 1.2554,                0.86562,                0.81319,                0.88498,                0.53762,                 1.3596,                0.65535,                  1.278,                0.00439,                0.00439,                0.00439
                    173,                 1.2998,                0.67507,                  1.255,                0.86653,                 0.8125,                0.88492,                0.53847,                 1.3598,                0.65513,                  1.278,               0.004357,               0.004357,               0.004357
                    174,                 1.2951,                0.67211,                 1.2482,                0.86574,                 0.8127,                0.88528,                0.53812,                 1.3593,                0.65484,                 1.2777,               0.004324,               0.004324,               0.004324
                    175,                 1.3052,                0.67708,                 1.2565,                0.86711,                0.81113,                0.88544,                0.53825,                  1.359,                0.65462,                 1.2774,               0.004291,               0.004291,               0.004291
                    176,                 1.3002,                0.67628,                 1.2532,                0.86636,                0.81215,                0.88614,                 0.5384,                 1.3586,                0.65465,                 1.2771,               0.004258,               0.004258,               0.004258
                    177,                 1.2979,                0.67317,                 1.2482,                0.86758,                0.81221,                0.88605,                0.53849,                 1.3587,                0.65446,                 1.2769,               0.004225,               0.004225,               0.004225
                    178,                 1.2956,                0.67574,                 1.2488,                0.86853,                0.81215,                0.88603,                0.53899,                 1.3583,                0.65461,                 1.2764,               0.004192,               0.004192,               0.004192
                    179,                 1.3008,                0.67142,                 1.2517,                0.86917,                0.81215,                0.88638,                0.53887,                 1.3583,                0.65466,                 1.2763,               0.004159,               0.004159,               0.004159
                    180,                  1.297,                0.67208,                 1.2491,                 0.8684,                 0.8125,                0.88668,                0.53941,                 1.3581,                0.65416,                 1.2763,               0.004126,               0.004126,               0.004126
                    181,                    1.3,                  0.675,                 1.2476,                0.86909,                0.81146,                0.88734,                0.53939,                 1.3577,                0.65411,                 1.2759,               0.004093,               0.004093,               0.004093
                    182,                 1.2919,                0.67065,                 1.2467,                 0.8722,                0.81112,                 0.8874,                0.53974,                 1.3575,                0.65456,                 1.2754,                0.00406,                0.00406,                0.00406
                    183,                 1.2925,                0.66886,                 1.2452,                0.87252,                0.81065,                0.88753,                0.53942,                 1.3569,                0.65449,                 1.2749,               0.004027,               0.004027,               0.004027
                    184,                 1.2943,                0.66755,                 1.2459,                0.86945,                0.81182,                0.88649,                0.53962,                 1.3567,                0.65421,                 1.2747,               0.003994,               0.003994,               0.003994
                    185,                 1.2923,                0.66859,                 1.2446,                0.86708,                0.81354,                0.88693,                0.53979,                 1.3562,                0.65413,                 1.2743,               0.003961,               0.003961,               0.003961
                    186,                 1.2842,                0.66627,                 1.2365,                 0.8676,                0.81388,                 0.8874,                0.53965,                 1.3562,                0.65393,                 1.2742,               0.003928,               0.003928,               0.003928
                    187,                 1.2824,                0.65904,                 1.2376,                0.86607,                0.81504,                0.88777,                 0.5394,                 1.3558,                0.65389,                 1.2735,               0.003895,               0.003895,               0.003895
                    188,                 1.2822,                0.66637,                 1.2367,                0.86175,                0.81792,                0.88817,                0.53948,                 1.3553,                 0.6539,                 1.2733,               0.003862,               0.003862,               0.003862
                    189,                  1.281,                0.65973,                 1.2366,                0.86035,                0.81975,                 0.8891,                0.53989,                 1.3552,                0.65308,                 1.2731,               0.003829,               0.003829,               0.003829
                    190,                 1.2813,                0.65827,                  1.235,                0.86067,                0.81909,                0.88885,                 0.5398,                  1.355,                0.65303,                 1.2729,               0.003796,               0.003796,               0.003796
                    191,                 1.2811,                0.66467,                  1.236,                0.86319,                0.81872,                0.88885,                0.53986,                 1.3549,                0.65261,                 1.2726,               0.003763,               0.003763,               0.003763
                    192,                 1.2815,                0.65857,                 1.2388,                0.86194,                0.81941,                0.88913,                0.53973,                 1.3548,                0.65269,                 1.2723,                0.00373,                0.00373,                0.00373
                    193,                 1.2859,                0.66629,                 1.2399,                0.86182,                0.81941,                0.88857,                0.53979,                 1.3545,                0.65305,                 1.2721,               0.003697,               0.003697,               0.003697
                    194,                 1.2795,                0.65935,                 1.2374,                0.86298,                0.81992,                0.88899,                0.53952,                 1.3546,                0.65284,                  1.272,               0.003664,               0.003664,               0.003664
                    195,                 1.2797,                0.66093,                 1.2324,                0.86194,                0.81923,                0.88854,                0.53992,                 1.3536,                0.65286,                  1.271,               0.003631,               0.003631,               0.003631
                    196,                 1.2812,                0.65639,                 1.2363,                0.86137,                0.81958,                 0.8886,                0.54054,                 1.3535,                0.65261,                 1.2708,               0.003598,               0.003598,               0.003598
                    197,                 1.2819,                0.65903,                 1.2338,                 0.8605,                0.82044,                 0.8886,                0.54056,                 1.3535,                0.65261,                 1.2705,               0.003565,               0.003565,               0.003565
                    198,                 1.2755,                0.65353,                 1.2297,                0.86045,                0.81971,                0.88766,                0.54059,                 1.3533,                0.65255,                 1.2703,               0.003532,               0.003532,               0.003532
                    199,                 1.2816,                0.65483,                 1.2318,                0.86459,                0.81578,                 0.8884,                0.54121,                 1.3531,                0.65248,                 1.2701,               0.003499,               0.003499,               0.003499
                    200,                 1.2721,                0.65267,                 1.2345,                0.86125,                0.82089,                0.88965,                0.54119,                 1.3532,                0.65256,                 1.2699,               0.003466,               0.003466,               0.003466
                    201,                 1.2747,                0.65229,                 1.2371,                0.86472,                0.81595,                0.88872,                0.54114,                  1.353,                0.65265,                 1.2695,               0.003433,               0.003433,               0.003433
                    202,                 1.2737,                0.65575,                 1.2311,                0.86479,                0.81733,                0.88878,                0.54157,                  1.353,                0.65287,                 1.2693,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.2667,                0.65028,                 1.2253,                0.85944,                0.82129,                0.88934,                0.54137,                 1.3529,                0.65285,                 1.2692,               0.003367,               0.003367,               0.003367
                    204,                 1.2703,                0.65072,                 1.2355,                0.85991,                0.82044,                0.88974,                0.54165,                 1.3526,                0.65297,                  1.269,               0.003334,               0.003334,               0.003334
                    205,                 1.2766,                0.65131,                 1.2295,                0.86147,                0.82044,                0.88979,                0.54157,                 1.3524,                0.65302,                 1.2688,               0.003301,               0.003301,               0.003301
                    206,                 1.2711,                0.64957,                 1.2311,                 0.8621,                0.82033,                0.89026,                0.54201,                  1.352,                0.65289,                 1.2685,               0.003268,               0.003268,               0.003268
                    207,                 1.2708,                0.65274,                 1.2275,                0.86326,                0.81964,                0.89063,                0.54233,                 1.3516,                0.65295,                 1.2679,               0.003235,               0.003235,               0.003235
                    208,                 1.2753,                0.65424,                 1.2274,                0.86164,                0.81941,                0.89033,                0.54211,                 1.3516,                0.65297,                 1.2678,               0.003202,               0.003202,               0.003202
                    209,                 1.2616,                0.64653,                 1.2255,                0.86161,                0.82044,                0.89125,                0.54211,                 1.3514,                0.65305,                 1.2677,               0.003169,               0.003169,               0.003169
                    210,                  1.256,                 0.6438,                 1.2215,                0.86174,                0.81996,                0.89051,                0.54268,                 1.3514,                0.65314,                 1.2674,               0.003136,               0.003136,               0.003136
                    211,                 1.2596,                0.64559,                 1.2272,                 0.8647,                0.81802,                 0.8903,                0.54283,                 1.3512,                0.65311,                 1.2671,               0.003103,               0.003103,               0.003103
                    212,                 1.2638,                0.64831,                 1.2198,                0.86155,                0.81906,                0.89036,                0.54275,                 1.3512,                0.65331,                 1.2669,                0.00307,                0.00307,                0.00307
                    213,                 1.2566,                0.64697,                 1.2185,                0.86424,                0.81872,                0.89043,                0.54295,                 1.3504,                0.65349,                 1.2663,               0.003037,               0.003037,               0.003037
                    214,                 1.2649,                0.64505,                 1.2219,                0.86473,                0.81893,                0.89112,                0.54333,                 1.3504,                0.65292,                 1.2661,               0.003004,               0.003004,               0.003004
                    215,                  1.251,                 0.6398,                 1.2167,                0.86504,                0.81975,                0.89156,                0.54354,                   1.35,                0.65332,                 1.2657,               0.002971,               0.002971,               0.002971
                    216,                 1.2538,                0.63985,                 1.2165,                0.86601,                0.81872,                0.89174,                0.54359,                 1.3498,                0.65312,                 1.2654,               0.002938,               0.002938,               0.002938
                    217,                 1.2614,                0.63955,                 1.2194,                0.86698,                0.81837,                0.89171,                0.54362,                 1.3497,                 0.6532,                 1.2652,               0.002905,               0.002905,               0.002905
                    218,                 1.2516,                0.63606,                 1.2185,                0.86654,                0.81872,                0.89167,                0.54346,                 1.3495,                0.65321,                 1.2649,               0.002872,               0.002872,               0.002872
                    219,                 1.2635,                0.64089,                 1.2214,                0.86854,                0.81901,                0.89182,                 0.5437,                 1.3496,                0.65327,                 1.2648,               0.002839,               0.002839,               0.002839
                    220,                 1.2577,                0.63905,                 1.2176,                0.86172,                0.82424,                0.89215,                0.54403,                 1.3495,                0.65325,                 1.2645,               0.002806,               0.002806,               0.002806
                    221,                 1.2541,                0.63807,                 1.2161,                 0.8625,                 0.8231,                0.89203,                0.54394,                 1.3494,                0.65325,                 1.2643,               0.002773,               0.002773,               0.002773
                    222,                  1.244,                0.63581,                 1.2108,                0.86155,                0.82297,                 0.8914,                0.54392,                  1.349,                0.65351,                 1.2637,                0.00274,                0.00274,                0.00274
                    223,                 1.2524,                0.63342,                 1.2199,                0.85935,                 0.8232,                 0.8911,                0.54441,                  1.349,                0.65374,                 1.2635,               0.002707,               0.002707,               0.002707
                    224,                 1.2475,                  0.637,                 1.2131,                0.85783,                0.82424,                0.89114,                0.54453,                 1.3486,                 0.6543,                 1.2632,               0.002674,               0.002674,               0.002674
                    225,                 1.2418,                0.63225,                 1.2126,                0.85834,                0.82424,                0.89138,                0.54435,                 1.3483,                0.65474,                 1.2628,               0.002641,               0.002641,               0.002641
                    226,                 1.2445,                0.63734,                 1.2137,                0.85918,                0.82586,                0.89171,                0.54498,                 1.3485,                0.65493,                 1.2625,               0.002608,               0.002608,               0.002608
                    227,                 1.2416,                0.63129,                 1.2091,                0.85831,                0.82624,                0.89129,                0.54466,                 1.3482,                0.65495,                 1.2623,               0.002575,               0.002575,               0.002575
                    228,                 1.2437,                0.62866,                 1.2113,                0.85893,                0.82562,                0.89106,                0.54516,                 1.3482,                0.65463,                 1.2622,               0.002542,               0.002542,               0.002542
                    229,                 1.2453,                0.63418,                 1.2115,                0.85985,                0.82597,                0.89165,                0.54528,                  1.348,                0.65467,                 1.2617,               0.002509,               0.002509,               0.002509
                    230,                 1.2424,                0.63463,                 1.2118,                 0.8605,                0.82597,                0.89188,                0.54473,                 1.3479,                0.65492,                 1.2615,               0.002476,               0.002476,               0.002476
                    231,                 1.2391,                 0.6308,                 1.2091,                0.86009,                0.82785,                0.89234,                0.54515,                 1.3474,                0.65514,                  1.261,               0.002443,               0.002443,               0.002443
                    232,                 1.2452,                0.63396,                 1.2091,                0.86016,                0.82835,                0.89207,                0.54515,                 1.3468,                 0.6553,                 1.2604,                0.00241,                0.00241,                0.00241
                    233,                 1.2398,                0.62806,                 1.2109,                0.85694,                 0.8315,                 0.8924,                0.54482,                 1.3467,                0.65506,                   1.26,               0.002377,               0.002377,               0.002377
                    234,                 1.2369,                 0.6263,                 1.2067,                0.85569,                0.83128,                0.89173,                0.54465,                 1.3463,                0.65523,                 1.2597,               0.002344,               0.002344,               0.002344
                    235,                 1.2379,                0.63132,                 1.2098,                  0.857,                0.83149,                0.89219,                 0.5451,                 1.3462,                0.65515,                 1.2594,               0.002311,               0.002311,               0.002311
                    236,                 1.2406,                0.62982,                 1.2073,                0.85539,                0.83133,                0.89152,                0.54466,                  1.346,                0.65526,                 1.2593,               0.002278,               0.002278,               0.002278
                    237,                 1.2297,                0.62612,                 1.2021,                0.85767,                0.83026,                0.89155,                0.54524,                  1.346,                0.65522,                  1.259,               0.002245,               0.002245,               0.002245
                    238,                  1.234,                 0.6252,                 1.2028,                0.85772,                0.83011,                0.89139,                0.54515,                 1.3458,                 0.6556,                 1.2588,               0.002212,               0.002212,               0.002212
                    239,                 1.2317,                0.62396,                 1.2048,                0.85699,                0.83011,                0.89231,                0.54553,                 1.3459,                0.65522,                 1.2586,               0.002179,               0.002179,               0.002179
                    240,                 1.2259,                0.62026,                 1.1991,                 0.8559,                0.83046,                0.89166,                0.54545,                 1.3457,                0.65532,                 1.2581,               0.002146,               0.002146,               0.002146
                    241,                 1.2326,                 0.6245,                 1.2036,                 0.8552,                0.83205,                0.89152,                 0.5458,                 1.3453,                 0.6554,                 1.2576,               0.002113,               0.002113,               0.002113
                    242,                 1.2358,                0.62296,                 1.2063,                0.85841,                0.83011,                 0.8915,                 0.5461,                 1.3452,                 0.6553,                 1.2575,                0.00208,                0.00208,                0.00208
                    243,                 1.2217,                0.61693,                 1.1998,                0.85661,                0.82977,                0.89069,                0.54591,                 1.3454,                0.65529,                 1.2573,               0.002047,               0.002047,               0.002047
                    244,                 1.2276,                 0.6205,                 1.2029,                0.85529,                0.83287,                0.89145,                0.54636,                 1.3452,                0.65558,                  1.257,               0.002014,               0.002014,               0.002014
                    245,                 1.2252,                0.62126,                 1.1983,                0.85412,                0.83184,                0.89118,                0.54666,                 1.3449,                0.65524,                 1.2568,               0.001981,               0.001981,               0.001981
                    246,                 1.2166,                0.61257,                 1.1945,                0.85479,                0.83138,                0.89101,                0.54644,                 1.3449,                0.65513,                 1.2565,               0.001948,               0.001948,               0.001948
                    247,                  1.226,                0.61595,                 1.1984,                0.85421,                0.83152,                0.89089,                0.54714,                 1.3448,                0.65504,                 1.2563,               0.001915,               0.001915,               0.001915
                    248,                 1.2222,                0.61743,                 1.1938,                0.85396,                 0.8308,                0.89015,                0.54691,                 1.3446,                0.65514,                 1.2562,               0.001882,               0.001882,               0.001882
                    249,                 1.2196,                0.61296,                 1.1931,                0.85702,                0.82998,                 0.8906,                0.54704,                 1.3446,                0.65526,                 1.2561,               0.001849,               0.001849,               0.001849
                    250,                 1.2195,                0.61359,                 1.1958,                0.85758,                0.82964,                 0.8909,                0.54706,                 1.3446,                0.65534,                 1.2559,               0.001816,               0.001816,               0.001816
                    251,                 1.2156,                0.61422,                 1.1898,                0.85872,                0.82804,                0.89126,                0.54724,                 1.3445,                0.65551,                 1.2555,               0.001783,               0.001783,               0.001783
                    252,                 1.2212,                0.61574,                 1.1949,                0.85997,                0.82706,                0.89024,                0.54747,                 1.3445,                0.65574,                 1.2554,                0.00175,                0.00175,                0.00175
                    253,                 1.2151,                0.61007,                 1.1901,                0.85975,                0.82766,                0.89012,                0.54739,                 1.3446,                0.65589,                 1.2553,               0.001717,               0.001717,               0.001717
                    254,                 1.2134,                0.60983,                 1.1844,                0.85913,                0.83011,                0.89143,                0.54783,                 1.3444,                0.65579,                  1.255,               0.001684,               0.001684,               0.001684
                    255,                 1.2121,                0.60883,                 1.1885,                0.85924,                0.83049,                0.89216,                0.54807,                 1.3445,                0.65585,                 1.2549,               0.001651,               0.001651,               0.001651
                    256,                 1.2142,                0.60925,                 1.1896,                0.85987,                 0.8308,                0.89216,                0.54799,                 1.3441,                0.65611,                 1.2544,               0.001618,               0.001618,               0.001618
                    257,                  1.208,                0.60951,                 1.1861,                0.85924,                0.83047,                0.89192,                0.54839,                 1.3438,                0.65613,                 1.2542,               0.001585,               0.001585,               0.001585
                    258,                   1.22,                 0.6123,                 1.1932,                0.86084,                0.83115,                0.89245,                0.54866,                 1.3439,                  0.656,                 1.2542,               0.001552,               0.001552,               0.001552
                    259,                 1.2071,                0.60366,                  1.185,                0.86023,                0.83096,                0.89246,                0.54879,                 1.3438,                 0.6561,                  1.254,               0.001519,               0.001519,               0.001519
                    260,                 1.2134,                0.61003,                 1.1857,                0.86078,                0.83049,                0.89225,                0.54845,                 1.3437,                0.65616,                 1.2538,               0.001486,               0.001486,               0.001486
                    261,                 1.2049,                0.60815,                 1.1817,                0.86023,                 0.8308,                0.89217,                0.54834,                 1.3435,                0.65634,                 1.2536,               0.001453,               0.001453,               0.001453
                    262,                 1.2019,                0.60286,                 1.1824,                0.86112,                0.83115,                0.89246,                0.54794,                 1.3432,                0.65636,                 1.2533,                0.00142,                0.00142,                0.00142
                    263,                 1.2023,                 0.6004,                 1.1823,                0.86348,                0.82992,                0.89272,                0.54836,                  1.343,                0.65695,                 1.2529,               0.001387,               0.001387,               0.001387
                    264,                 1.2019,                0.60211,                 1.1814,                0.86299,                0.83087,                0.89289,                0.54868,                 1.3428,                 0.6569,                 1.2527,               0.001354,               0.001354,               0.001354
                    265,                 1.2032,                0.60439,                 1.1789,                0.86153,                0.83046,                0.89285,                0.54888,                  1.343,                0.65702,                 1.2526,               0.001321,               0.001321,               0.001321
                    266,                 1.2043,                0.60061,                 1.1848,                0.86003,                0.83149,                0.89313,                0.54917,                 1.3431,                0.65723,                 1.2525,               0.001288,               0.001288,               0.001288
                    267,                 1.1955,                0.59946,                 1.1818,                0.86025,                0.83107,                0.89312,                0.54938,                 1.3431,                  0.657,                 1.2523,               0.001255,               0.001255,               0.001255
                    268,                 1.1955,                0.59754,                 1.1795,                0.86058,                 0.8308,                0.89319,                0.54925,                 1.3431,                0.65712,                 1.2522,               0.001222,               0.001222,               0.001222
                    269,                 1.1968,                 0.5945,                 1.1788,                0.86165,                0.83008,                0.89308,                  0.549,                 1.3428,                0.65738,                  1.252,               0.001189,               0.001189,               0.001189
                    270,                 1.1922,                0.59938,                 1.1835,                0.86257,                0.83008,                0.89289,                  0.549,                  1.343,                0.65746,                 1.2518,               0.001156,               0.001156,               0.001156
                    271,                 1.1951,                0.59423,                 1.1759,                0.86288,                0.83008,                0.89297,                0.54911,                 1.3429,                0.65763,                 1.2516,               0.001123,               0.001123,               0.001123
                    272,                 1.1886,                0.59394,                 1.1774,                0.86309,                0.82939,                0.89314,                0.54992,                 1.3428,                0.65721,                 1.2514,                0.00109,                0.00109,                0.00109
                    273,                 1.1914,                0.59256,                 1.1722,                0.86366,                  0.829,                0.89334,                0.54966,                 1.3427,                0.65709,                 1.2512,               0.001057,               0.001057,               0.001057
                    274,                 1.1866,                 0.5927,                 1.1722,                0.86234,                0.82907,                0.89322,                0.54979,                 1.3424,                0.65674,                  1.251,               0.001024,               0.001024,               0.001024
                    275,                 1.1883,                0.59382,                 1.1729,                0.86241,                0.82892,                0.89344,                0.55028,                 1.3423,                 0.6567,                 1.2507,               0.000991,               0.000991,               0.000991
                    276,                 1.1858,                0.59197,                 1.1737,                0.86335,                0.82804,                0.89356,                0.55022,                 1.3424,                0.65643,                 1.2506,               0.000958,               0.000958,               0.000958
                    277,                  1.182,                0.59155,                 1.1715,                 0.8634,                0.82838,                0.89368,                0.55067,                  1.342,                0.65606,                 1.2504,               0.000925,               0.000925,               0.000925
                    278,                 1.1823,                0.59035,                 1.1723,                 0.8644,                0.82804,                0.89373,                0.55082,                 1.3418,                0.65594,                 1.2501,               0.000892,               0.000892,               0.000892
                    279,                 1.1784,                0.58912,                 1.1695,                0.86605,                0.82829,                0.89404,                 0.5506,                 1.3417,                0.65584,                 1.2499,               0.000859,               0.000859,               0.000859
                    280,                 1.1823,                0.58906,                 1.1736,                0.86548,                0.82804,                0.89404,                0.55057,                 1.3418,                0.65602,                 1.2498,               0.000826,               0.000826,               0.000826
                    281,                 1.1855,                0.58759,                 1.1672,                0.86648,                0.82689,                0.89383,                0.55084,                 1.3415,                0.65604,                 1.2495,               0.000793,               0.000793,               0.000793
                    282,                 1.1822,                0.58789,                 1.1697,                0.86713,                0.82631,                0.89382,                0.55085,                 1.3414,                0.65528,                 1.2493,                0.00076,                0.00076,                0.00076
                    283,                 1.1786,                0.58927,                 1.1703,                0.86827,                0.82666,                0.89406,                0.55087,                 1.3414,                0.65522,                 1.2492,               0.000727,               0.000727,               0.000727
                    284,                 1.1814,                0.58839,                 1.1705,                0.86755,                0.82597,                0.89367,                0.55079,                 1.3413,                0.65488,                 1.2491,               0.000694,               0.000694,               0.000694
                    285,                 1.1744,                0.58359,                 1.1696,                0.86985,                0.82618,                0.89447,                0.55127,                 1.3412,                0.65509,                 1.2491,               0.000661,               0.000661,               0.000661
                    286,                 1.1783,                0.58699,                 1.1692,                0.87004,                0.82526,                0.89404,                0.55067,                 1.3412,                0.65483,                 1.2488,               0.000628,               0.000628,               0.000628
                    287,                  1.174,                0.58552,                 1.1681,                0.86842,                0.82528,                0.89332,                0.55145,                 1.3412,                0.65466,                 1.2486,               0.000595,               0.000595,               0.000595
                    288,                 1.1792,                0.58667,                 1.1705,                0.86873,                0.82528,                0.89364,                0.55135,                 1.3409,                0.65473,                 1.2483,               0.000562,               0.000562,               0.000562
                    289,                  1.173,                0.58139,                 1.1628,                0.86942,                0.82537,                0.89427,                0.55172,                  1.341,                0.65478,                 1.2482,               0.000529,               0.000529,               0.000529
                    290,                 1.1704,                0.58141,                 1.1674,                0.86768,                0.82562,                0.89428,                0.55159,                 1.3411,                0.65463,                 1.2481,               0.000496,               0.000496,               0.000496
                    291,                 1.1142,                0.51466,                 1.1694,                0.86908,                0.82493,                0.89424,                0.55191,                 1.3408,                0.65488,                 1.2478,               0.000463,               0.000463,               0.000463
                    292,                 1.1086,                  0.513,                 1.1693,                0.86779,                0.82528,                0.89426,                 0.5517,                 1.3413,                 0.6549,                 1.2479,                0.00043,                0.00043,                0.00043
                    293,                 1.1087,                0.51176,                 1.1636,                0.86726,                0.82569,                0.89425,                0.55183,                 1.3411,                0.65491,                 1.2477,               0.000397,               0.000397,               0.000397
                    294,                 1.1022,                0.50897,                 1.1616,                0.86747,                0.82493,                0.89426,                0.55195,                 1.3414,                0.65485,                 1.2477,               0.000364,               0.000364,               0.000364
                    295,                 1.1002,                0.50539,                 1.1601,                0.86761,                0.82597,                0.89419,                0.55201,                 1.3413,                0.65455,                 1.2473,               0.000331,               0.000331,               0.000331
                    296,                 1.1006,                0.50719,                 1.1575,                 0.8668,                0.82465,                 0.8935,                0.55206,                 1.3412,                0.65394,                 1.2472,               0.000298,               0.000298,               0.000298
                    297,                 1.0945,                0.50449,                 1.1599,                0.86674,                0.82427,                0.89363,                0.55174,                  1.341,                0.65389,                  1.247,               0.000265,               0.000265,               0.000265
                    298,                 1.0948,                0.50473,                 1.1577,                0.86794,                0.82355,                0.89337,                0.55142,                 1.3409,                0.65357,                 1.2468,               0.000232,               0.000232,               0.000232
                    299,                 1.0904,                0.50286,                 1.1561,                0.86807,                 0.8239,                0.89339,                0.55206,                 1.3412,                0.65345,                 1.2469,               0.000199,               0.000199,               0.000199
                    300,                  1.091,                 0.5005,                 1.1534,                0.86742,                0.82355,                0.89346,                0.55202,                 1.3409,                0.65321,                 1.2466,               0.000166,               0.000166,               0.000166
